codigo;denominacion;precio;marca;producto;stock;viajando;dto;canon
1f3y3a;"impresora multifuncion tinta smart tank 5105 a4 1200x1200ppp usb 2.0 wifi bluetooth impresion monocromo hasta 12ppm impresion color hasta 5ppm  bandeja entrada papel 100 hojas volumen impresion mesual hasta 3.000 paginas peso 5.03kg garantia un año.";130.84;hp;imp multif;2;0;1;5.25
1pv87a;"impresora laser monocromo enterprise m507dn a4 1200x1200ppp usb ethernet impresion monocromo 50ppm bandeja entrada papel 650 hojas impresion duplex volumen mensual hasta 7.500 paginas peso 16,34 kg";407.59;hp;impre prof;1;0;1;0
1vu26ae;"tinta botella 31 cian";8.99;hp;tinta;10;0;1;0
1vu27ae;"tinta botella 31 magenta";9.03;hp;tinta;8;0;1;0
1vu28ae;"tinta botella 31 amarillo";9.01;hp;tinta;8;0;1;0
1vv24ae;"tinta botella 32xl negro";10.62;hp;tinta;5;0;1;0
1x644aa;"mochila prelude pro recycle para portatil hasta 15.6" compartimentos 95% tejido externo reciclado y acabado resistente al agua color negra.";24.46;hp;mochila;3;0;1;0
200404;"clip labiado metalico del n3 de 42mm caja de 100 unidades";1.01;umec;papeleria;4;0;1;0
2020045xeu;"destructora autofeed+ 45x capacidad de 45 hojas automatica y 6 hojas manual tipo corte en particulas 4x28mm nivel de seguridad p-4 ciclo de trabajo de 10 minutos continuo con enfriamiento del ventilador destruye grapas tarjetas de credito y clips papelera de 20 litros peso 7.7kg negro";148.5;rexel;destructor;1;0;1;0
2020050xeu;"destructora auto+ 50x capacidad de 50 hojas automatica y 6 hojas manual tipo corte en particulas 4x28mm nivel de seguridad p-4 ciclo de trabajo de 10 minutos continuo con enfriamiento del ventilador destruye grapas tarjetas de credito y clips peso 8kg negro";149.55;rexel;destructor;3;0;1;0
2020090xeu;"destructora optimum autofeed 90x capacidad de 90 hojas automatica y 8 hojas manual tipo corte en particulas 4x28mm nivel de seguridad p-4 ciclo de trabajo de 20 minutos continuo con enfriamiento del ventilador destruye grapas tarjetas de credito y clips panel tactil peso 12kg negro";222.88;rexel;destructor;2;0;1;0
2020100xeu;"destructora optimum autofeed 100x capacidad de 100 hojas automatica y 8 hojas manual tipo corte en particulas 4x28mm nivel de seguridad p-4 ciclo de trabajo de 20 minutos continuo con enfriamiento del ventilador destruye grapas tarjetas de credito y clips peso 12kg negro";237.15;rexel;destructor;1;0;1;0
2020130xeu;"destructora optimum autofeed 130x capacidad de 130 hojas automatica y 8 hojas manual tipo corte en particulas 4x28mm nivel de seguridad p-4 ciclo de trabajo de 30 minutos continuo con enfriamiento del ventilador destruye grapas tarjetas de credito y clips panel tactil peso 12kg negro";293.56;rexel;destructor;2;0;1;0
2020150xeu;"destructora optimum autofeed 150x capacidad de 150 hojas automatica y 8 hojas manual tipo corte en particulas 4x28mm nivel de seguridad p-4 ciclo de trabajo de 30 minutos continuo con enfriamiento del ventilador destruye grapas tarjetas de credito y clips panel tactil peso 12kg negro";306.85;rexel;destructor;2;0;1;0
203-183-410;"interface ethernet para impresora transferencia termica pc43";91.89;indefinida;componente;3;0;1;0
21140;"atril de plastico para libros en a4 plata";8.9;fellowes;accesorio;2;0;1;0
21254;"funda de neopreno para portatil o tablet 11.6' negro";7.53;trust;funda;6;0;1;0
213010-02;"auriculares de diadema plantronics savi 7210 office monoaural con microfono y cancelacion de ruido hasta 120 metros inalambrico dect negro";172.93;poly;auricular;1;0;1;0
21551;"maletin para portatil hasta 16' negro primo carry  interior acolchado bolsillo delantero con cremallera para accesorios doble cremallera metalica";8.34;trust;maletin;9;0;1;0
21665;"auriculares de diadema primo con microfono mini jack 3.5mm negro";6.83;trust;auricular;29;0;1;0
221159;"adaptador desde rj45 hembra a rj45 hembra categoria 5 e apamtallado";2.94;equip;adaptador;28;0;1;0
22221;"teclado numerico xalas con cable usb negro";8.01;trust;teclado;4;0;1;0
22988;"raton gxt 133 locx illuminated gaming con cable usb optico 6 botones 4000 dpi atrativa iluminacion led con 4 efectos de luz ambidiestro ergonomico compatible con ps4 y xbox one cable trenzado de nailon de 1.8 metros negro";10.97;trust;raton;8;0;1;0
23205;"silla gaming gtx 705 ryon negro con detalles blanco piston de gas clase 4 con altura ajustable base reclinable con posibilidad de bloqueo reposabrazos almohadillados soporta 150kg";109.03;trust;silla;1;0;1;0
2321c006;"impresora tinta pixma ts305 a4 4800x1200ppp usb 2.0 wifi impresion monocromo 7.7ppm impresion color 4ppm bandeja entrada papel 60 hojas canon print negro peso 5 kg";37.17;canon;imp multif;1;0;1;5.25
23600;"grapas 23/6-200 cobreadas hasta 20 hojas caja de 1000 grapas patilla de 6mm";0.59;petrus;papeleria;20;0;1;0
23604;"soporte universal thano headrest para tablet color negro.";4.4;trust;soporte;4;0;1;0
23712;"auriculares intrauditivo primo con microfono y estuche de carga bluetooth negro";13.36;trust;auricular;4;0;1;0
23780;"auriculares intrauditivo primo con microfono y estuche de carga bluetooth azul";13.75;trust;auricular;1;0;1;0
23781;"auriculares intrauditivo primo con microfono y estuche de carga bluetooth verde";13.35;trust;auricular;2;0;1;0
23782;"auriculares intrauditivo primo con microfono y estuche de carga bluetooth rosa";12.89;trust;auricular;4;0;1;0
23783;"auriculares intrauditivo primo con microfono y estuche de carga bluetooth blanco";14.09;trust;auricular;1;0;1;0
23883;"teclado primo silencioso resistente a vertidos cable usb 1.8 metros negro";8.8;trust;teclado;1;0;1;0
23977;"teclado y raton tkm-250 con cable usb teclado: silencioso resistente a vertidos liquidos raton: ambidiestro formato normal cable usb 1.8 metros negro";10.24;trust;teclado;9;0;1;0
23982;"teclado tkm-150 con cable usb silencioso resistente a vertidos liquidos cable usb 1.8 metros negro";7.82;trust;teclado;5;0;1;0
24042;"teclado raton auriculares y webcam kit teclado: inalambrico 104 teclas tamao compacto raton: inalambrico 1600dpi 3 botones auriculares: con microfono control de volumen mini jack webcam: hd 720p usb negro";44.95;trust;teclado;8;0;1;0
24217;"silla gaming gtx 708 resto negro con detalles rojo elevador de gas clase 4 ajustable entre 90 y 180 giratoria 360 soporta 150kg";155.14;trust;silla;1;0;1;0
242p6b;"impresora multifuncion tinta envy inspire 7220e a4 4800x1200ppp usb 2.0 wifi impresion monocromo 15ppm impresion color 10ppm impresion duplex bandeja entrada papel 125 hojas eprint volumen mensual hasta 400 paginas peso 7 kg";70.83;hp;imp multif;6;0;1;5.25
245201;"teclado y raton life con cable usb 1.35 metros  raton ambidiestro negro ";7.15;equip;teclado;5;0;1;0
245205;"teclado numerico con cable usb negro";5.08;equip;teclado;7;0;1;0
245221;"teclado y raton life wireless combo 2.4ghz con receptor usb ";10.6;equip;teclado;6;0;1;0
245301;"auriculares de diadema con microfono usb con control de volumen negro y blanco";9.9;equip;;47;0;1;0
245320;"adaptador desde usb 2.0 macho a mini jack hembra 3.5mm un auricular y un microfono (tarjeta de sonido usb).";3.84;equip;adaptador;14;0;1;0
245340;"microfono de escritorio usb-a con interruptor de silencio cable de 1.2 metros color negro";8.75;equip;microfono;22;0;1;0
245420;"refrigeracion por aire ventilador conexion usb-a de 6' color negro";6.71;equip;ventilador;6;0;1;0
245460;"lector de tarjetas externo para memorias microsd microsdhc sd sdhc con conexion usb-a usb-c usb 3.0 gris";8.06;equip;lector;10;0;1;0
245551;"regleta tres tomas de enchufe schuko sin interruptor cable de 1.5 metros";5.65;equip;regleta;6;0;1;0
245552;"regleta seis tomas de enchufe schuko con interruptor y con proteccion infantil cable 1.5 metros blanco";7.82;equip;regleta;0;0;1;0
245553;"regleta cuatro tomas de enchufe schuko proteccion contra voltaje + 2 puertos de alimentacion usb con interruptor cable 1.5 metros";14.44;equip;regleta;15;0;1;0
245554;"regleta cinco tomas de enchufe schuko proteccion contra voltaje + 2 puertos de alimentacion usb con interruptor cable 1.5 metros blanco";14.92;equip;regleta;0;0;1;0
24654;"teclado basic ultrafino para pc, tablet y smartphone conexion bluetooth color blanco/plata";13.2;trust;teclado;18;0;1;0
24657;"raton basic 3 botones y rueda de desplazamiento 1200dpi conexion cable usb longitud170cm ambidiestrocolor negro";2.9;trust;raton;8;0;1;0
24659;"auriculares de diadema basics con microfono mini jack 3.5mm longitud del cable cable principal 180cm negro";4.38;trust;auricular;22;0;1;0
24660;"altavoces 2.0 basic 10w  autoalimentado por usb conexion frontal de auriculares negro";11.87;trust;altavoces;3;0;1;0
24794;"raton primo 4 botones y rueda de desplazamiento ajustable 1600-1000 dpi conexion wireless con receptor usb sensor optico ambidiestro color negro.";6.6;trust;raton;10;0;1;0
24795;"raton primo 4 botones y rueda de desplazamiento ajustable 1600-1000 dpi conexion wireless con receptor usb sensor optico ambidiestro color blanco.";6.6;trust;raton;14;0;1;0
24796;"raton primo 4 botones y rueda de desplazamiento ajustable 1600-1000 dpi conexion wireless con receptor usb sensor optico ambidiestro color azul.";6.6;trust;raton;6;0;1;0
24966;"raton primo 3 botones y rueda de desplazamiento 1600dpi conexion bluetooth sensor optico ambidiestro 10m de alcance color negro.";9.9;trust;raton;9;0;1;0
24e2n1110/00;"monitor 23.8' 1920x1080 a 120hz led ips full hd 4ms 300cd/m2 1500:1 16:9 hdmi vga angulo vision h:178-v178 inclinacion +20/-5 soporte vesa 100x100mm bordes reducidos negro";66.96;philips;monitor;10;0;1;0
25087;"auriculares de diadema ayda con microfono mini jack 3.5mm longitud del cable 180cm negro";12.1;trust;auricular;9;0;1;0
25088;"auriculares de diadema ayda con microfono  usb negro";15.4;trust;auricular;8;0;1;0
25089;"auriculares de diadema ayda con microfono plegable y cancelacion de ruido conexion usb y adaptador a usb-c color negro";23.1;trust;auricular;19;0;1;0
25132;"raton ergo verto vertical 6 botones y rueda de desplazamiento ajustable 1600-800 dpi rgb conexion wireless receptor usb color blanco";23.1;trust;raton;6;0;1;0
25144;"raton ergo bayo ii vertical 6 botones y rueda de desplazamiento ajustable 2400-800 dpi conexion cable usb longitud 150cm color negro";16.5;trust;raton;1;0;1;0
25145;"raton ergo bayo ii vertical 6 botones y rueda de desplazamiento ajustable 2400-800 dpi conexion receptor usb rf 2.4 ghz recargable por usb-c color negro";26.72;trust;raton;5;0;1;0
25146;"raton ergo bayo ii+ multidispositivo vertical 6 botones y rueda de desplazamiento ajustable 2400-800 dpi conexion receptor usb rf 2.4 ghz y 2 x bluetooth recargable por usb-c color negro";33;trust;raton;3;0;1;0
25333;"auriculares de diadema hs-150 con microfono mini jack 3.5mm negro";12.1;trust;auricular;12;0;1;0
25334;"auriculares de diadema hs-260 con microfono usb con adaptador de usb a o usb-c y cancelacion de ruido longitud del cable  180cm negro";23.1;trust;auricular;8;0;1;0
25356;"teclado y raton inalambrico tkm-360 silencioso con receptor usb";12.78;trust;teclado;42;0;1;0
25433;"teclado y raton primo wireless con receptor usb ";12.1;trust;teclado;3;0;1;0
255688;"altavoces 1.0 grip bluetooth 16w bateria  autonomia de 14 horas resistente al agua negro";72.6;jbl;altavoz;2;0;1;0
255692;"altavoces 1.0 grip bluetooth 16w bateria  autonomia de 14 horas resistente al agua rojo";72.6;jbl;altavoz;1;0;1;0
255694;"altavoces 1.0 grip bluetooth 16w bateria  autonomia de 14 horas resistente al agua blanco";72.6;jbl;altavoz;1;0;1;0
26253;"lector de tarjetas externo primo compatible dnie 4.0, eid, edowod o cie windows y mac os se conecta facilmente al ordenador para identificacion personal en sitios web y administraciones publicas negro usb c";8.01;trust;lector;7;0;1;0
265d9aa;"raton laser con cable hp 128 usb 2 botones ambidiestro negro";9.65;hp;raton;4;0;1;0
271v8l/00;"monitor 27' 1920x1080 a 75hz led full hd 4ms 250cd/m2 3000:1 16:9 hdmi vga angulo vision h:178-v178 inclinacion +20/-5 soporte vesa 100x100mm bordes reducidos negro";89.64;philips;monitor;2;0;1;0
27e2n1110/00;"monitor 27' 1920x1080 a 140hz led ips full hd 4ms 300cd/m2 1500:1 16:9 hdmi vga angulo vision h:178-v178 inclinacion +20/-5 soporte vesa 100x100mm bordes reducidos negro";80.59;philips;monitor;13;0;1;0
27tq615s-pz.aeu;"monitor 27tq615s-pz 27' full hd ips con retroiluminacion led 1920x1080 60hz 2xhdmi 1xusb 2.0 1xethernet 1xsalida optica wifi bluetooth airplay screen share multimedia smart tv  sistema operativo webos 22 color negro";149.04;lg;monitor;3;0;1;0
28b54a;"impresora multifuncion tinta smart tank 7005 a4 1200x1200ppp usb 2.0 wifi bluetooth impresion monocromo hasta 15ppm impresion color hasta 9ppm impresion duplex bandeja entrada papel 250 hojas volumen impresion mesual hasta 800 paginas wifi direct peso 9.20kg";192.11;hp;imp multif;2;0;1;5.25
28b75a;"impresora multifuncion tinta smart tank 7305 a4 1200x1200ppp usb 2.0 wifi bluetooth impresion monocromo hasta 15ppm impresion color hasta 9ppm impresion duplex adf 35 hojas bandeja entrada papel 250 hojas volumen impresion mesual hasta 800 paginas wifi direct peso 10.70kg";224.08;hp;imp multif;2;0;1;5.25
28c02a;"impresora multifuncion tinta smart tank 7605 a4 1200x1200ppp usb 2.0 wifi bluetooth fax impresion monocromo hasta 15ppm impresion color hasta 9ppm impresion duplex adf 35 hojas bandeja entrada papel 250 hojas volumen impresion mesual hasta 800 paginas wifi direct peso 10.70kg";256.93;hp;imp multif;1;0;1;5.25
295896;"cinta de embalaje 50mm x 66m pack de 6 unidades marron";5.94;5 estrellas;papeleria;6;0;1;0
29700;"alfombrilla antideslizante superficie de poliester azul";1.23;fellowes;alfombrill;5;0;1;0
29702;"alfombrilla antideslizante superficie de poliester gris";1.23;fellowes;alfombrill;15;0;1;0
29704;"alfombrilla antideslizante superficie de poliester negro";1.23;fellowes;alfombrill;12;0;1;0
2971b009;"tinta cl-513 tricolor (amarillo, magenta y cian) 349 paginas segun iso/iec 24711";22.35;canon;tinta;9;0;1;0
2972b010;"tinta cl-511 tricolor (amarillo, magenta y cian) 244 paginas segun iso/iec 24711";17.55;canon;tinta;4;0;1;0
2r7f3a;"impresora laser monocromo tank 1504w a4 600x600ppp usb bluetooth wifi deposito rellenable impresion monocromo 22ppm bandeja entrada papel 150 hojas airprint volumen mensual hasta 2.500 paginas peso 6,2 kg";212.11;hp;impresora;1;0;1;4
2z605f;"impresora laser monocromo pro 4002dn a4 4800x600ppp usb ethernet impresion monocromo 40ppm bandeja entrada papel 250 hojas impresion duplex airprint volumen mensual hasta 4.000 paginas peso 8,56 kg";116.25;hp;impre prof;1;0;1;0
2z606f;"impresora laser monocromo pro 4002dw a4 4800x600ppp usb ethernet bluetooth wifi impresion monocromo 40ppm bandeja entrada papel 250 hojas impresion duplex airprint volumen mensual hasta 4.000 paginas peso 8,56 kg";137.67;hp;imp profes;4;0;1;0
2z622f;"impresora multifuncion laser monocromo pro mfp 4102dw a4 4800x600ppp usb ethernet bluetooth wifi impresion monocromo 40ppm bandeja entrada papel 900 hojas adf 35 hojas impresion duplex  airprint volumen mensual hasta 4.000 paginas peso 12,6 kg";218.18;hp;imp multif;0;0;1;5.25
2z623f;"impresora multifuncion laser monocromo  pro mfp 4102fdn a4 4800x600ppp usb ethernet fax impresion monocromo 40ppm bandeja entrada papel 900 hojas adf 35 hojas impresion duplex escaneado duplex airprint volumen mensual hasta 4.000 paginas peso 12,6 kg";262.78;hp;imp multif;0;0;1;5.25
2z624f;"impresora multifuncion laser monocromo  pro mfp 4102fdw a4 4800x600ppp usb ethernet bluetooth wifi fax impresion monocromo 40ppm bandeja entrada papel 900 hojas adf 35 hojas impresion duplex escaneado duplex airprint volumen mensual hasta 4.000 paginas peso 12,6 kg";362.32;hp;imp multif;0;0;1;5.25
3000-01;"rotulador permanente de punta redonda negro";1.8;edding;papeleria;6;0;1;0
3000-010;"rotulador permanente de punta redonda azul claro";1.89;edding;papeleria;28;0;1;0
3000-02;"rotulador permanente de punta redonda rojo";1.89;edding;papeleria;5;0;1;0
3000-03;"rotulador permanente de punta redonda azul";1.89;edding;papeleria;10;0;1;0
3000-04;"rotulador permanente de punta redonda verde";1.61;edding;papeleria;4;0;1;0
30425743;"auriculares intrauditivos con microfono usb-c longitud cable 1,2m impedancia: 32 ohmios sensibilidad: 98 +/-3 db frecuencia: 20hz - 20khz blanco";4.29;kodak;auricular;3;0;1;0
3070166;"cinta de nylon negro 2480/2580 plus";13.72;lexmark;cinta;0;0;1;0
30952010;"pila alcalinas 6lr61 9v";1.39;kodak;pila;19;0;1;0
30959514;"pila alcalinas lr6 1.5v aa  ultra premium 3000mah pack 4 unidades";1.02;kodak;pila;13;0;1;0
32mr50c-b;"monitor 31.5' 32mr50c-b curvo1920x1080 a 100hz full hd lcd 5ms 250cd/m2  3000:1 16:9 hdmi vga salida mini jack 3.5mm angulo vision h:178-v178 inclinacion -5+5 soporte vesa 100x100 dimensiones 708,7x513.1x233.7mm 8.3kg negro";120.88;lg;monitor;2;0;1;0
32phs5500/12;"televisor 32' pixel plus hd resolucion 1280x720 60hz 2xhdmi 1xusb compatible vesa 100x100 peso 3.31kg color negro";113.08;philips;televisor;3;0;1;0
32phs5507/12;"televisor 32'  pixel plus hd resolucion 1366x768 60hz 2xhdmi 1xusb sallida de audio digital (optica) compatible vesa 100x100 color negro";131.46;philips;televisor;1;0;1;0
32phs6000/12;"televisor 32' hd smart tv control por voz wifi , 3xhdmi, 2usb, ethernet, salida optica digital, altavoces 2x6w dolby audio con vocal boost sistema operativo titan os compatible alexa y google assistant vesa 100x100 ";132.92;philips;televisor;3;0;1;0
32sr50f-w;"monitor 31.5' con smart tv myview 32sr50f-w 1920x1080 a 60hz full hd 5ms 250cd/m2 3000:1 16:9 2xhdmi 2xusb wifi integrado bluetooth altavoces inclinacion +22/-2 soporte vesa 100x100mm dimensiones 731.8x209.9x521.2mm 6.6kg blanco";205.2;lg;monitor;3;0;1;0
3302502;"encuadernadora de espiral metalico metal 25 perfora hasta 10 hojas de 80 gramos encuaderna hasta 450 hojas en a4 de 80 gramos con un espiral de 50mm paso del espiral 5:1 negro";93.94;fellowes;papeleria;1;0;1;0
332521;"splitter vga para 2 monitores alimentado por usb 450mhz";33.32;equip;splitter;4;0;1;0
332712;"splitter hdmi para 2 monitores";28.68;equip;splitter;4;0;1;0
332714;"splitter hdmi para 4 monitores compatible con resoluciones de hasta 4k x 2k@30hz";42.83;equip;splitter;2;0;1;0
332715;"splitter hdmi para 2 monitores ultra slim";22.51;equip;splitter;3;0;1;0
332725;"conmutador hdmi 2.0 4k 3x1 alimentacion por usb permite cambiar comodamente entre tres fuentes de entrada hdmi.";38.45;equip;splitter;2;0;1;0
332726;"conmutador hdmi 2.0 4k 5x1 alimentacion por usb permite cambiar comodamente entre cinco fuentes de entrada hdmi.";45.22;equip;splitter;5;0;1;0
333281;"regleta cuatro tomas de enchufe schuko sin interruptor iec cable 1.1 metros";6.02;equip;regleta;4;0;1;0
333282;"regleta nueve tomas schuko sin interruptor para rack 19'";14.74;equip;regleta;7;0;1;0
333283;"regleta ocho tomas de enchufe schuko con interruptor para rack 19'";15.19;equip;regleta;9;0;1;0
333304;"regleta para mesa tres tomas de enchufe schuko + 2 puertos alimentacion usb con interruptor aluminio cable 1.5 metros";18.16;equip;regleta;3;0;1;0
